Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RRFLAT	04/03/2023	12:13:26	 4,000	 140,3	 14,79	 9,489	 10,36	 20,29	 0,6674	 0,000	 0,000	 0,000	 50,86	 0,09996	 0,06877	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:13:41	 1,000	 116,0	 13,96	 8,310	 10,08	 20,14	 0,5713	 47,20	 0,000	 0,000	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:13:56	 2,000	 121,7	 13,57	 8,965	 10,25	 20,11	 0,5902	 0,000	 47,81	 0,000	 0,000	 0,09996	 0,06872	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:14:11	 3,000	 121,7	 13,34	 9,127	 10,24	 20,07	 0,5920	 0,000	 0,000	 48,26	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:14:26	 4,000	 140,1	 14,79	 9,474	 10,36	 20,28	 0,6671	 0,000	 0,000	 0,000	 50,50	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:14:41	 1,000	 115,5	 13,92	 8,296	 10,09	 20,10	 0,5695	 48,76	 0,000	 0,000	 0,000	 0,09996	 0,06877	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:14:56	 2,000	 121,1	 13,55	 8,938	 10,25	 20,07	 0,5888	 0,000	 47,27	 0,000	 0,000	 0,09996	 0,06872	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:15:11	 3,000	 121,1	 13,33	 9,091	 10,23	 20,03	 0,5914	 0,000	 0,000	 49,22	 0,000	 0,09996	 0,06867	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:15:26	 4,000	 139,6	 14,74	 9,467	 10,34	 20,25	 0,6665	 0,000	 0,000	 0,000	 51,04	 0,09996	 0,06871	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:15:41	 1,000	 115,1	 13,87	 8,302	 10,06	 20,07	 0,5702	 48,69	 0,000	 0,000	 0,000	 0,09996	 0,06868	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:15:56	 2,000	 120,8	 13,06	 9,247	 10,27	 20,03	 0,5872	 0,000	 48,72	 0,000	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:16:11	 3,000	 120,8	 13,32	 9,072	 10,24	 20,00	 0,5900	 0,000	 0,000	 50,05	 0,000	 0,09996	 0,06880	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:16:26	 4,000	 139,4	 14,75	 9,449	 10,36	 20,21	 0,6655	 0,000	 0,000	 0,000	 52,26	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:16:41	 1,000	 115,0	 13,96	 8,236	 10,07	 20,05	 0,5692	 48,15	 0,000	 0,000	 0,000	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:16:56	 2,000	 120,8	 13,53	 8,923	 10,26	 20,03	 0,5875	 0,000	 47,85	 0,000	 0,000	 0,09996	 0,06869	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:17:11	 3,000	 120,9	 13,33	 9,069	 10,25	 20,00	 0,5898	 0,000	 0,000	 49,50	 0,000	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:17:26	 4,000	 139,6	 14,77	 9,449	 10,37	 20,22	 0,6659	 0,000	 0,000	 0,000	 51,67	 0,09996	 0,06888	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:17:41	 1,000	 114,9	 13,92	 8,251	 10,09	 20,04	 0,5681	 48,47	 0,000	 0,000	 0,000	 0,09996	 0,06880	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:17:56	 2,000	 120,9	 13,50	 8,953	 10,26	 20,04	 0,5878	 0,000	 46,40	 0,000	 0,000	 0,09996	 0,06883	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:18:11	 3,000	 121,5	 13,36	 9,090	 10,27	 20,05	 0,5900	 0,000	 0,000	 48,97	 0,000	 0,09996	 0,06871	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:18:26	 4,000	 139,8	 14,77	 9,469	 10,37	 20,26	 0,6655	 0,000	 0,000	 0,000	 50,48	 0,09996	 0,06880	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:18:41	 1,000	 115,6	 13,87	 8,334	 10,10	 20,12	 0,5685	 45,32	 0,000	 0,000	 0,000	 0,09996	 0,06870	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:18:56	 2,000	 121,8	 13,58	 8,967	 10,25	 20,11	 0,5905	 0,000	 43,82	 0,000	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:19:11	 3,000	 121,6	 13,38	 9,090	 10,22	 20,07	 0,5928	 0,000	 0,000	 47,31	 0,000	 0,09996	 0,06854	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:19:26	 4,000	 140,2	 14,77	 9,492	 10,34	 20,31	 0,6678	 0,000	 0,000	 0,000	 48,81	 0,09996	 0,06859	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:19:41	 1,000	 115,3	 13,84	 8,330	 10,05	 20,11	 0,5707	 47,21	 0,000	 0,000	 0,000	 0,09996	 0,06853	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:19:56	 2,000	 121,5	 13,53	 8,975	 10,24	 20,11	 0,5900	 0,000	 44,37	 0,000	 0,000	 0,09996	 0,06853	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:20:11	 3,000	 121,6	 13,44	 9,048	 10,19	 20,08	 0,5943	 0,000	 0,000	 46,99	 0,000	 0,09996	 0,06860	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:20:26	 4,000	 140,4	 14,79	 9,495	 10,30	 20,34	 0,6702	 0,000	 0,000	 0,000	 48,14	 0,09996	 0,06847	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:20:41	 1,000	 115,8	 13,88	 8,347	 10,10	 20,16	 0,5688	 45,63	 0,000	 0,000	 0,000	 0,09996	 0,06849	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:20:56	 2,000	 122,2	 13,58	 9,001	 10,24	 20,15	 0,5925	 0,000	 41,49	 0,000	 0,000	 0,09996	 0,06857	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:21:11	 3,000	 122,1	 13,43	 9,090	 10,23	 20,10	 0,5936	 0,000	 0,000	 46,82	 0,000	 0,09996	 0,06864	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:21:26	 4,000	 140,7	 14,80	 9,507	 10,35	 20,34	 0,6687	 0,000	 0,000	 0,000	 48,80	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:21:41	 1,000	 116,1	 13,89	 8,359	 10,02	 20,17	 0,5743	 45,49	 0,000	 0,000	 0,000	 0,09996	 0,06872	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:21:56	 2,000	 122,6	 13,62	 9,001	 10,24	 20,18	 0,5929	 0,000	 42,09	 0,000	 0,000	 0,09996	 0,06872	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:22:11	 3,000	 122,7	 13,45	 9,122	 10,23	 20,15	 0,5956	 0,000	 0,000	 46,35	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:22:26	 4,000	 140,8	 14,81	 9,512	 10,35	 20,35	 0,6684	 0,000	 0,000	 0,000	 48,86	 0,09996	 0,06871	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:22:41	 1,000	 116,3	 13,91	 8,362	 10,06	 20,20	 0,5724	 45,08	 0,000	 0,000	 0,000	 0,09996	 0,06849	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:22:56	 2,000	 122,8	 13,65	 9,000	 10,24	 20,21	 0,5938	 0,000	 40,93	 0,000	 0,000	 0,09996	 0,06859	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:23:11	 3,000	 122,9	 13,49	 9,110	 10,20	 20,18	 0,5975	 0,000	 0,000	 45,47	 0,000	 0,09996	 0,06870	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:23:26	 4,000	 141,1	 14,80	 9,531	 10,34	 20,38	 0,6692	 0,000	 0,000	 0,000	 48,59	 0,09996	 0,06862	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:23:41	 1,000	 116,5	 13,92	 8,367	 10,09	 20,20	 0,5713	 45,48	 0,000	 0,000	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:23:56	 2,000	 122,8	 13,61	 9,022	 10,25	 20,20	 0,5932	 0,000	 43,98	 0,000	 0,000	 0,09996	 0,06862	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:24:11	 3,000	 123,1	 13,51	 9,113	 10,20	 20,19	 0,5978	 0,000	 0,000	 45,19	 0,000	 0,09996	 0,06875	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:24:26	 4,000	 141,1	 14,85	 9,503	 10,36	 20,36	 0,6694	 0,000	 0,000	 0,000	 49,35	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:24:41	 1,000	 116,6	 13,93	 8,371	 10,08	 20,20	 0,5723	 45,42	 0,000	 0,000	 0,000	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:24:56	 2,000	 123,1	 13,67	 9,003	 10,26	 20,21	 0,5933	 0,000	 42,68	 0,000	 0,000	 0,09996	 0,06884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:25:11	 3,000	 123,2	 13,51	 9,122	 10,24	 20,18	 0,5961	 0,000	 0,000	 45,59	 0,000	 0,09996	 0,06887	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:25:26	 4,000	 141,1	 14,82	 9,518	 10,36	 20,35	 0,6689	 0,000	 0,000	 0,000	 49,39	 0,09996	 0,06896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:25:41	 1,000	 116,8	 14,03	 8,325	 10,08	 20,21	 0,5729	 44,92	 0,000	 0,000	 0,000	 0,09996	 0,06877	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:25:56	 2,000	 123,3	 13,64	 9,034	 10,25	 20,22	 0,5944	 0,000	 43,32	 0,000	 0,000	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:26:11	 3,000	 123,2	 13,50	 9,124	 10,20	 20,19	 0,5981	 0,000	 0,000	 45,63	 0,000	 0,09996	 0,06881	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:26:26	 4,000	 141,4	 14,84	 9,523	 10,35	 20,38	 0,6699	 0,000	 0,000	 0,000	 48,75	 0,09996	 0,06884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:26:41	 1,000	 117,2	 14,04	 8,349	 10,07	 20,26	 0,5743	 44,38	 0,000	 0,000	 0,000	 0,09996	 0,06887	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:26:56	 2,000	 123,7	 13,68	 9,036	 10,25	 20,27	 0,5953	 0,000	 43,73	 0,000	 0,000	 0,09996	 0,06874	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:27:11	 3,000	 123,6	 13,54	 9,127	 10,24	 20,22	 0,5968	 0,000	 0,000	 45,31	 0,000	 0,09996	 0,06879	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:27:26	 4,000	 141,1	 14,83	 9,515	 10,37	 20,35	 0,6688	 0,000	 0,000	 0,000	 49,63	 0,09996	 0,06884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:27:41	 1,000	 118,1	 14,07	 8,395	 10,06	 20,36	 0,5766	 42,56	 0,000	 0,000	 0,000	 0,09996	 0,06884	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:27:56	 2,000	 124,4	 13,72	 9,066	 10,25	 20,32	 0,5973	 0,000	 42,21	 0,000	 0,000	 0,09996	 0,06885	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:28:11	 3,000	 124,1	 13,56	 9,152	 10,48	 20,25	 0,5848	 0,000	 0,000	 44,71	 0,000	 0,09996	 0,06889	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:28:26	 4,000	 141,4	 14,85	 9,523	 10,38	 20,38	 0,6688	 0,000	 0,000	 0,000	 49,56	 0,09996	 0,06895	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:28:41	 1,000	 118,5	 14,16	 8,371	 10,10	 20,37	 0,5759	 42,35	 0,000	 0,000	 0,000	 0,09996	 0,06896	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:28:56	 2,000	 124,4	 13,68	 9,092	 10,26	 20,31	 0,5971	 0,000	 43,64	 0,000	 0,000	 0,09996	 0,06878	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:29:11	 3,000	 123,8	 13,46	 9,203	 10,26	 20,22	 0,5970	 0,000	 0,000	 45,82	 0,000	 0,09996	 0,06912	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:29:26	 4,000	 141,7	 14,89	 9,518	 10,41	 20,38	 0,6683	 0,000	 0,000	 0,000	 49,26	 0,09996	 0,06910	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:29:41	 1,000	 118,6	 14,14	 8,389	 10,07	 20,38	 0,5780	 42,89	 0,000	 0,000	 0,000	 0,09996	 0,06899	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:29:56	 2,000	 124,1	 13,70	 9,052	 10,26	 20,28	 0,5959	 0,000	 45,14	 0,000	 0,000	 0,09996	 0,06902	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:30:11	 3,000	 123,6	 13,51	 9,146	 10,27	 20,19	 0,5959	 0,000	 0,000	 46,87	 0,000	 0,09996	 0,06907	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:30:26	 4,000	 141,5	 14,84	 9,532	 10,41	 20,35	 0,6675	 0,000	 0,000	 0,000	 49,71	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:30:41	 1,000	 118,3	 14,19	 8,335	 10,15	 20,32	 0,5734	 44,24	 0,000	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:30:56	 2,000	 123,7	 13,65	 9,066	 10,30	 20,24	 0,5934	 0,000	 46,10	 0,000	 0,000	 0,09996	 0,06915	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:31:11	 3,000	 123,6	 13,50	 9,152	 10,29	 20,18	 0,5949	 0,000	 0,000	 46,49	 0,000	 0,09996	 0,06914	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:31:26	 4,000	 141,5	 14,86	 9,523	 10,41	 20,33	 0,6683	 0,000	 0,000	 0,000	 49,48	 0,09996	 0,06916	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:31:41	 1,000	 117,8	 14,08	 8,367	 10,12	 20,28	 0,5742	 45,13	 0,000	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:31:56	 2,000	 123,4	 13,63	 9,052	 10,31	 20,21	 0,5922	 0,000	 45,92	 0,000	 0,000	 0,09996	 0,06915	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:32:11	 3,000	 123,3	 13,42	 9,186	 10,29	 20,16	 0,5947	 0,000	 0,000	 45,96	 0,000	 0,09996	 0,06912	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:32:26	 4,000	 141,4	 14,86	 9,511	 10,40	 20,32	 0,6687	 0,000	 0,000	 0,000	 50,19	 0,09996	 0,06925	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:32:41	 1,000	 117,9	 14,17	 8,321	 10,13	 20,28	 0,5740	 43,54	 0,000	 0,000	 0,000	 0,09996	 0,06918	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:32:56	 2,000	 123,6	 13,64	 9,060	 10,31	 20,21	 0,5930	 0,000	 43,73	 0,000	 0,000	 0,09996	 0,06918	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:33:11	 3,000	 123,4	 13,43	 9,190	 10,30	 20,16	 0,5940	 0,000	 0,000	 46,22	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:33:26	 4,000	 141,5	 14,82	 9,544	 10,43	 20,32	 0,6675	 0,000	 0,000	 0,000	 49,53	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:33:41	 1,000	 117,3	 14,13	 8,300	 10,15	 20,23	 0,5714	 45,61	 0,000	 0,000	 0,000	 0,09996	 0,06918	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:33:56	 2,000	 122,8	 13,63	 9,011	 10,32	 20,16	 0,5903	 0,000	 45,57	 0,000	 0,000	 0,09996	 0,06924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:34:11	 3,000	 122,7	 13,51	 9,085	 10,30	 20,10	 0,5924	 0,000	 0,000	 48,16	 0,000	 0,09996	 0,06930	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:34:26	 4,000	 141,0	 14,85	 9,492	 10,44	 20,28	 0,6662	 0,000	 0,000	 0,000	 51,14	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:34:41	 1,000	 117,0	 14,06	 8,318	 10,15	 20,20	 0,5705	 45,29	 0,000	 0,000	 0,000	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:34:56	 2,000	 122,8	 13,66	 8,988	 10,33	 20,17	 0,5895	 0,000	 44,01	 0,000	 0,000	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:35:11	 3,000	 123,0	 13,44	 9,149	 10,30	 20,14	 0,5931	 0,000	 0,000	 45,78	 0,000	 0,09996	 0,06922	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:35:26	 4,000	 141,1	 14,83	 9,513	 10,43	 20,30	 0,6669	 0,000	 0,000	 0,000	 50,60	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:35:41	 1,000	 117,7	 14,11	 8,342	 10,16	 20,26	 0,5720	 44,11	 0,000	 0,000	 0,000	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:35:56	 2,000	 123,2	 13,67	 9,012	 10,32	 20,19	 0,5916	 0,000	 43,41	 0,000	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:36:11	 3,000	 122,9	 13,47	 9,121	 10,31	 20,12	 0,5923	 0,000	 0,000	 47,27	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:36:26	 4,000	 141,1	 14,83	 9,515	 10,43	 20,29	 0,6666	 0,000	 0,000	 0,000	 50,65	 0,09996	 0,06928	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:36:41	 1,000	 117,6	 14,09	 8,342	 10,17	 20,25	 0,5711	 44,06	 0,000	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:36:56	 2,000	 123,1	 13,67	 9,002	 10,29	 20,18	 0,5925	 0,000	 44,33	 0,000	 0,000	 0,09996	 0,06917	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:37:11	 3,000	 123,1	 13,52	 9,105	 10,26	 20,15	 0,5951	 0,000	 0,000	 46,96	 0,000	 0,09996	 0,06912	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:37:26	 4,000	 141,2	 14,83	 9,521	 10,42	 20,32	 0,6670	 0,000	 0,000	 0,000	 49,74	 0,09996	 0,06916	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:37:41	 1,000	 118,5	 14,08	 8,418	 10,11	 20,36	 0,5756	 41,57	 0,000	 0,000	 0,000	 0,09996	 0,06911	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:37:56	 2,000	 124,1	 13,74	 9,035	 10,31	 20,27	 0,5939	 0,000	 43,55	 0,000	 0,000	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:38:11	 3,000	 123,6	 13,51	 9,147	 10,30	 20,17	 0,5947	 0,000	 0,000	 46,23	 0,000	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:38:26	 4,000	 141,6	 14,87	 9,522	 10,42	 20,34	 0,6680	 0,000	 0,000	 0,000	 49,52	 0,09996	 0,06923	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:38:41	 1,000	 118,8	 14,15	 8,402	 10,13	 20,38	 0,5756	 42,26	 0,000	 0,000	 0,000	 0,09996	 0,06915	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:38:56	 2,000	 124,1	 13,70	 9,056	 10,32	 20,26	 0,5938	 0,000	 44,70	 0,000	 0,000	 0,09996	 0,06919	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:39:11	 3,000	 123,5	 13,54	 9,121	 10,31	 20,17	 0,5939	 0,000	 0,000	 46,68	 0,000	 0,09996	 0,06924	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:39:26	 4,000	 141,3	 14,83	 9,530	 10,43	 20,31	 0,6669	 0,000	 0,000	 0,000	 50,68	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:39:41	 1,000	 118,5	 14,17	 8,362	 10,13	 20,34	 0,5750	 43,55	 0,000	 0,000	 0,000	 0,09996	 0,06920	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:39:56	 2,000	 123,7	 13,72	 9,020	 10,33	 20,23	 0,5921	 0,000	 43,48	 0,000	 0,000	 0,09996	 0,06921	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:40:11	 3,000	 123,3	 13,55	 9,105	 10,31	 20,16	 0,5934	 0,000	 0,000	 46,35	 0,000	 0,09996	 0,06916	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:40:26	 4,000	 141,1	 14,86	 9,494	 10,43	 20,30	 0,6665	 0,000	 0,000	 0,000	 50,70	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:40:41	 1,000	 118,4	 14,08	 8,411	 10,15	 20,33	 0,5736	 43,40	 0,000	 0,000	 0,000	 0,09996	 0,06929	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:40:56	 2,000	 123,9	 13,70	 9,048	 10,33	 20,24	 0,5928	 0,000	 40,62	 0,000	 0,000	 0,09996	 0,06927	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	12:41:11	 3,000	 123,4	 13,56	 9,106	 10,30	 20,16	 0,5942	 0,000	 0,000	 45,26	 0,000	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	12:41:26	 4,000	 141,4	 14,87	 9,510	 10,43	 20,32	 0,6675	 0,000	 0,000	 0,000	 49,45	 0,09996	 0,06926	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	12:41:41	 1,000	 118,2	 14,03	 8,426	 10,16	 20,31	 0,5728	 44,03	 0,000	 0,000	 0,000	 0,09996	 0,06925	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	12:41:56	 2,000	 123,7	 13,70	 9,030	 10,32	 20,24	 0,5922	 0,000	 42,84	 0,000	 0,000	 0,09996	 0,06918	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
